full_text,clean_text,Sentiment
@CommuterLine @KAI121 @keretaapikita @ptkai_rblx @AgungPodomoro @tenjo_zen @pocytenjo Selamat pagi @CommuterLine kalau itu bukan jalan masuk kenapa pintunya dibuka di arah timur? Akses dari timur puter terlalu jauh... Harusnya pihak @CommuterLine bisa beri solusi. Tks,commuterline kai keretaapikita ptkai rblx agungpodomoro tenjo zen pocytenjo selamat pagi commuterline kalau bukan jalan masuk pintu buka arah timur akses timur puter terlalu jauh harus pihak commuterline beri solusi tks,neutral
@MarthenLemuel @KAI121 @keretaapikita @ptkai_rblx @AgungPodomoro @tenjo_zen @pocytenjo Selamat pagi Kak. Dapat kami informasikan kembali untuk jalan yang Kakak maksud tersebut bukan merupakan akses penumpang untuk keluar/masuk area stasiun untuk akses jalan masuk/keluar ke Stasiun Tenjo saat ini sudah disediakan jalan di gerbang utama sebelah barat. Tks.,marthenlemuel kai keretaapikita ptkai rblx agungpodomoro tenjo zen pocytenjo selamat pagi kak kami informasi jalan kakak maksud sebut bukan rupa akses tumpang keluarmasuk area stasiun untuk akses jalan masukkeluar stasiun tenjo ini sedia jalan gerbang utama belah barat tks,neutral
@CommuterLine @KAI121 @keretaapikita @ptkai_rblx @AgungPodomoro @tenjo_zen @pocytenjo inilah jalan masuk arah timur menuju stasiun Tenjo: becek parah meresahkan pejalan kaki masuk kereta. Mohon perbaikan jalan masuk tks https://t.co/Og6ZO4BARC,commuterline kai keretaapikita ptkai rblx agungpodomoro tenjo zen pocytenjo ini jalan masuk arah timur tuju stasiun tenjo becek parah resah pejal kaki masuk kereta mohon baik jalan masuk tks httpstcoogzobarc,negative
PT Kereta Api Indonesia (Persero) bersama Bank BNI meresmikan penamaan baru atau Naming Rights Stasiun Dukuh Atas menjadi Stasiun Dukuh Atas BNI sebagai upaya peningkatan layanan transportasi publik di Jabodetabek. #ptkai #transportasipublik #stasiundukuhatas,pt kereta api indonesia persero sama bank bni resmi nama baru naming rights stasiun dukuh atas jadi stasiun dukuh atas bni upaya tingkat layan transportasi publik jabodetabek ptkai transportasipublik stasiundukuhatas,neutral
@MichelAdam717 Silakan tanya ke ptkai bagaimana menurut mreka dgn kehadiran kereta cepat,micheladam sila tanya ptkai bagaimana mreka dgn hadir kereta cepat,neutral
@bacottetangga__ Kalo ini tidak disukai PTKAI https://t.co/8gY7MwFJKc,bacottetangga kalo tidak suka ptkai httpstcogymwfjkc,negative
Gubernur DIY Sri Sultan Hamengku Buwono X turut berkomentar atas gugatan Keraton Yogyakarta ke PT KAI sebesar Rp 1.000. Sultan mengatakan bahwa tanah yang berstatus Sultan Ground (SG) dicatat sebagai milik BUMN yakni PT KAI. &lt; #SriSultanHBX #PTKAI https://t.co/PIACi1PRfI,gubernur diy sri sultan hamengku buwono x turut komentar atas gugat keraton yogyakarta pt kai besar rp sultan kata tanah status sultan ground sg catat milik bumn pt kai lt srisultanhbx ptkai httpstcopiaciprfi,neutral
Gugatan Keraton Yogyakarta ke PT Kereta Api Indonesia senilai Rp 1.000 sempat menjadi viral di media sosial pekan lalu. Ternyata nilai tersebut tak sekadar nominal tetapi ada arti bijak di baliknya. | #KeratonYogyakarta #Yogyakarta #PTKAI https://t.co/tkOFuA1rLR,gugat keraton yogyakarta pt kereta api indonesia nila rp sempat jadi viral media sosial pekan lalu nyata nilai sebut tak sekadar nominal ada arti bijak balik keratonyogyakarta yogyakarta ptkai httpstcotkofuarlr,neutral
Kuasa Hukum Keraton Yogyakarta Markus Hadi Tanoto mengungkapkan bahwa terdapat lima bidang tanah yang sedang diperkarakan oleh Keraton Yogyakarta. &lt; #KeratonYogyakarta #PTKAI https://t.co/uzINZ2Uawi,kuasa hukum keraton yogyakarta markus had tanoto ungkap dapat lima bidang tanah sedang perkara keraton yogyakarta lt keratonyogyakarta ptkai httpstcouzinzuawi,neutral
Kuasa hukum Keraton Yogyakarta Markus Hadi Tanoto mengungkap mengapa Keraton Yogyakarta hanya menuntut ganti rugi sebesar Rp 1.000 kepada PT KAI. //MN #KeratonYogyakarta #PTKAI #GantiRugi https://t.co/pVmaE9YNO0,kuasa hukum keraton yogyakarta markus had tanoto ungkap keraton yogyakarta tuntut ganti rugi besar rp pt kai mn keratonyogyakarta ptkai gantirugi httpstcopvmaeyno,neutral
@lakson027 @buatnontonlive @dprpbismalam @PTKAI dulu aku baik bis rela kak supirnya tidak ganti menakutkan sekali ,lakson buatnontonlive dprpbismalam ptkai dulu aku baik bis rela kak supirnya ganti takut sekali,positive
@tonggoneabinamu Gada tutor ketua soale aku bagian keluarga ptkai jadi potongan 50 wkkwkwkwkwkw,tonggoneabinamu gada tutor ketua soale aku bagi keluarga ptkai jadi potong wkkwkwkwkwkw,negative
@irvan_aan88 @buatnontonlive @dprpbismalam @PTKAI Sepengalaman aku sih selalu ganti bang habis service makan baik rosalia sinar jaya harapan jaya.,irvan aan buatnontonlive dprpbismalam ptkai alam aku sih selalu ganti bang habis service makan baik rosalia sinar jaya harap jaya,positive
@buatnontonlive @dprpbismalam @PTKAI Tapi saya tetep pilih naik kereta karena masinis nya selalu ganti baru setiap DAOP / kalo di hitung per 3/4 jam perjalanan selalu ganti baru masinis nya kalo bus setau saya dari titik awal sampe akhir ga ganti supir sedikit tidak tenang apalg jalan malam ,buatnontonlive dprpbismalam ptkai tetep pilih naik kereta masinis nya selalu ganti baru daop kalo hitung per jam jalan selalu ganti baru masinis nya kalo bus tau saya dari titik awal sampe akhir ga ganti supir sedikit tenang apalg jalan malam,positive
Stasiun KA Gambir jam 7.30 pagi macet toyal dan full...gara gara lapangan parkir ditutup gara gara mau ada upacara hari Senen pagi. Stengah jam muter2 cari parkir. Please deehhhh. @PTKAI,stasiun ka gambir jam pagi macet toyal fullgara gara lapang parkir tutup gara gara mau upacara hari senen pagi stengah jam muter cari parkir please deehhhh ptkai,negative
@buatnontonlive @dprpbismalam @PTKAI Mohon tanggapanne kak @irvan_aan88,buatnontonlive dprpbismalam ptkai mohon tanggapanne kak irvan aan,neutral
@buatnontonlive @dprpbismalam @PTKAI BUMN SOALNYA anda rakyat makanya fasilitas untuk rakyat udh diwakilkan oleh pada babu di DPRD jdi iya @PTKAI apa adanya,buatnontonlive dprpbismalam ptkai bumn soal rakyat makanya fasilitas rakyat udh wakil pada babu dprd jdi iya ptkai apa ada,neutral
@buatnontonlive @dprpbismalam @PTKAI pertanyaan mbah @CaloTerminl dari dulu ini,buatnontonlive dprpbismalam ptkai tanya mbah caloterminl dulu,neutral
@dprpbismalam Gw tuh suka heran kok bis bis kayak gini bisa bisanya senyaman ini fasilitasnya malam all you can eat lagi kok @PTKAI ga bisa ya?,dprpbismalam gw tuh suka heran kok bis bis kayak gin bisa nyaman fasilitas malam all you can eat kok ptkai ga ya,positive
@catchmeupco Ko komenannya ga ada yang ngetag @PTKAI ?,catchmeupco ko komenannya ga yang ngetag ptkai,negative
Polres Muara Enim Gelar konferensi Pers Pencurian pendrol rel kereta api milik PT. KAI #PolresMuaraEnim #PoldaSumsel #PencurianPendrol #PengamananKeretaApi #PTKAI #KeselamatanPublik #HukumTegas #JagaFasilitasUmum #SinergiPolriDanKAI #TindakPidana https://t.co/ajh4sF4XkG,polres muara enim gelar konferensi pers curi pendrol rel kereta api milik pt kai polresmuaraenim poldasumsel pencurianpendrol pengamanankeretaapi ptkai keselamatanpublik hukumtegas jagafasilitasumum sinergipolridankai tindakpidana httpstcoajhsfxkg,neutral
@PTKAI min kl mau refund tiket tp antara nama penumpang dan no rekening berbeda apakah bisa?,ptkai min kl mau refund tiket tp nama tumpang no rekening beda bisa,neutral
Keraton Yogyakarta Gugat Rp 1.000 ke PT KAI soal Apa? | #KeratonYogyakarta #PTKAI #StasiunTugu https://t.co/QWIAIAUOIK,keraton yogyakarta gugat rp pt kai soal apa keratonyogyakarta ptkai stasiuntugu httpstcoqwiaiauoik,neutral
PT Kereta Api Indonesia (KAI) kini menyediakan layanan face recognition boarding gate di 20 stasiun di Jawa dan Sumatera termasuk di Stasiun Pasar Senen dan Stasiun Lempuyangan. #PTKAI #KAI #keretaapiindonesia #facerecognition #gambir #bandung #semarangtawang https://t.co/QadJvNbBcb,pt kereta api indonesia kai kini sedia layan face recognition boarding gate stasiun jawa sumatera masuk stasiun pasar senen stasiun lempuyangan ptkai kai keretaapiindonesia facerecognition gambir bandung semarangtawang httpstcoqadjvnbbcb,neutral
Baru nii pt kai makasi yaa buat booth air minum nya.. sangat membantu #stasiuntambun @CommuterLine #ptkai https://t.co/MTTBr4nOug,baru nii pt kai makas yaa buat booth air minum nya sangat bantu stasiuntambun commuterline ptkai httpstcomttbrnoug,positive
Mohon perhatian #PtKAI hujan lebat walau didalam #StasiunBogor tetap basah karena desain kanopinya kurang benar kasian orang tua dan anak2 https://t.co/eb6ekYIJIK,mohon perhati ptkai hujan lebat dalam stasiunbogor tetap basah desain kanopi kurang benar kasi orang tua anak httpstcoebekyijik,negative
KAI Daop 8 Surabaya Tutup Perlintasan Sebidang Liar di Kabupaten Lamongan. PT Kereta Api Indonesia (Persero) Daerah Operasi 8 Surabaya berkolaborasi dengan Direktorat Jenderal https://t.co/5WRgCGpsik #Peristiwa #Daops8Surabaya #lamongan #ptkai via @beritajatimcom,kai daop surabaya tutup lintas bidang liar kabupaten lamongan pt kereta api indonesia persero daerah operasi surabaya kolaborasi direktorat jenderal httpstcowrgcgpsik peristiwa daopssurabaya lamongan ptkai via beritajatimcom,neutral
KAI Divre II Sumbar Salurkan TJSL Lebih Setengah Miliar hingga Oktober 2024 #ProgramTJSL #PTKAI https://t.co/HnnqUhzY1c,kai divre ii sumbar salur tjsl lebih tengah miliar hingga oktober programtjsl ptkai httpstcohnnquhzyc,neutral
PT Kereta Api Indonesia (Persero) mencatat telah menyelamatkan barang tertinggal milik penumpang kereta api senilai Rp10.436.502.765 selama periode Januari hingga September 2024. #ptkai #penumpang #barangtertinggaldikereta https://t.co/86AZHRLw08,pt kereta api indonesia persero catat selamat barang tinggal milik tumpang kereta api nila rp lama periode januari hingga september ptkai tumpang barangtertinggaldikereta httpstcoazhrlw,neutral
https://t.co/egKQnBEETF https://t.co/PEHK4IVwiH KAI mencatat lonjakan pengguna LRT Jabodebek yang signifikan pada 20 Oktober 2024 bertepatan dengan penerapan tarif Rp 1 dalam rangka memeriahkan Pesta Rakyat Pelantikan Presiden dan Wakil Presiden. #kai #LRT #ptkai #ipol https://t.co/Jm2WqxQA6Q,httpstcoegkqnbeetf httpstcopehkivwih kai catat lonjak guna lrt jabodebek signifikan oktober tepat terap tarif rp rangka riah pesta rakyat lantik presiden wakil presiden kai lrt ptkai ipol httpstcojmwqxqaq,neutral
Karikatur Purnatugas konsep naik kapal. #sertijab #purnatugas #kado #hadiah #souvenir #ulangtahun #kapal #laut #pensiun #kawanpajak #PLN #ptkai #Logistics #ptpos #ekspor #impor #kemendag #pelabuhan #beacukai #perdagangan #SahabatPos #pertamina #bumnuntukindonesia #minerba https://t.co/9NHH1V58nW,karikatur purnatugas konsep naik kapal sertijab purnatugas kado hadiah souvenir ulangtahun kapal laut pensiun kawanpajak pln ptkai logistics ptpos ekspor impor kemendag labuh beacukai dagang sahabatpos pertamina bumnuntukindonesia minerba httpstconhhvnw,neutral
Ada Pelantikan Presiden 27 Kereta Api Berhenti di Stasiun Jatinegara https://t.co/PMgBIZOB6k #PTKAI #StasiunGambir #StasiunJatinegara #PelantikanPresidendanWakilPresiden,lantik presiden kereta api henti stasiun jatinegara httpstcopmgbizobk ptkai stasiungambir stasiunjatinegara pelantikanpresidendanwakilpresiden,neutral
KAI Alihkan 32 Perjalanan ke Stasiun Jatinegara saat Pelantikan Presiden-Wapres @KAI121 @prabowo @gibran_tweet #keretaapi #ptkai #pelantikanpresiden #pelantikanprabowogibran #stasiunjatinegara https://t.co/SOTypgnxHp,kai alih jalan stasiun jatinegara lantik presidenwapres kai prabowo gibran tweet keretaapi ptkai pelantikanpresiden pelantikanprabowogibran stasiunjatinegara httpstcosotypgnxhp,neutral
Terima kasih yg sudah order #kaos #kaosmadiun #dtf #cuttoncombad24 #viral #fyp #ptkai #ptimst #nsa #kaosmurah #madiun #kotamadiun https://t.co/auoSIQU2mg,terima kasih yg order kaos kaosmadiun dtf cuttoncombad viral fyp ptkai ptimst nsa kaosmurah madiun kotamadiun httpstcoauosiqumg,positive
https://t.co/SG1YL0HP4P https://t.co/PEHK4IVwiH Kabar baik dihembuskan Kementerian Perhubungan (Kemenhub) bagi para pengguna kereta rel listrik atau komuter line. #kemenhub #krl #kai #ptkai #ipol https://t.co/5Cfm2zgJM4,httpstcosgylhpp httpstcopehkivwih kabar baik hembus menteri hubung kemenhub para guna kereta rel listrik komuter line kemenhub krl kai ptkai ipol httpstcocfmzgjm,neutral
Revitalisasi Wajah Baru Stasiun Jurang Mangu Ini Kata Pengguna https://t.co/qKxpy6lmY5 #PTKAI #StasiunJurangMangu,revitalisasi wajah baru stasiun jurang mangu kata guna httpstcoqkxpylmy ptkai stasiunjurangmangu,neutral
@KAI121 @PTKAI Thanks infonya walow telat. Tadi ada penumpang hampir pingsan Alhamdulillah tadi sudah teratasi dengan baluran minyak kayu putih teh hangat dan cairan t*l*k a**in,kai ptkai thanks info walow telat tadi tumpang hampir pingsan alhamdulillah tadi atas balur minyak kayu putih teh hangat cair tlk ain,neutral
@afishare23 @PTKAI Selamat sore Kak. Unit khusus kesehatan tidak tersedia di atas KA. Namun tersedia perlengkapan P3K (Pertolongan Pertama Pada Kecelakaan) untuk penumpang. Kemudian bila membutuhkan bantuan kesehatan lebih lanjut bisa konfirmasi ke rekan kondektur yang bertugas agar dapat,afishare ptkai selamat sore kak unit khusus sehat sedia atas ka sedia lengkap pk tolong pertama celaka tumpang kemudian bila butuh bantu sehat lebih lanjut konfirmasi rekan kondektur tugas dapat,neutral
Sosialisasi Perlintasan Kereta Api with Sadulur Sepoor JPL 17 Duren Kalibata Jakarta Selatan . #PTKAI #KeretaApiIndonesia https://t.co/jdfnHq80Pe,sosialisasi lintas kereta api with sadulur sepoor jpl duren kalibata jakarta selatan ptkai keretaapiindonesia httpstcojdfnhqpe,neutral
@KAI121 @PTKAI Min tanya... apakah di dlaam kereta api gayabaru malam selatan ada pppk/unit medis nya ? Jika ada penumpang yg tiba2 sakit harus bagaimana ?,kai ptkai min tanya di dlaam kereta api gayabaru malam selatan pppkunit medis nya ada tumpang yg tiba sakit bagaimana,neutral
Mengucapkan : Selamat Ulang Tahun ke 8 ■ Komunitas Sahabat Kereta Api Area 2 Bandung 10 Oktober 2016 - 10 Oktober 2024 #ptkai #dirgahayu,ucap selamat ulang tahun komunitas sahabat kereta api area bandung oktober oktober ptkai dirgahayu,neutral
SMK Putra Bangsa Depok berkolaborasi dengan PT. KAI mengadakan Sosialisasi Keamanan dan Keselamatan Perjalanan Kereta Api. . Jaga diri dimana dan kapan saja yaa temen-temen. . #smkputrabangsa #SMK #kereta #sosialisasi #keamanan #transportasi #KAI #ptkai #sekolah #sekolahdepok . https://t.co/uLsWjgXGYZ,smk putra bangsa depok kolaborasi pt kai ada sosialisasi aman selamat jalan kereta api jaga diri dan kapan yaa tementemen smkputrabangsa smk kereta sosialisasi aman transportasi kai ptkai sekolah sekolahdepok httpstcoulswjgxgyz,neutral
Seorang pria bernama Andi Arsyad viral di media sosial setelah mengaku sebagai pegawai PT KAI saat bercerita di sebuah podcast horor. Dalam ceritanya Andi mengklaim dirinya sebagai masinis yang mengalami kejadian magis selama bertugas. #garudatv #laporan8 #viral #PTKAI https://t.co/4Y8ljhZrU6,orang pria nama andi arsyad viral media sosial aku pegawai pt kai cerita buah podcast horor cerita andi klaim diri masinis alami jadi magis lama tugas garudatv lapor viral ptkai httpstcoyljhzru,neutral
@Dedy_313 @bacottetangga__ @PTKAI Agreee karena nyawa yang diselamatkan nggak bisa tergantikan,dedy bacottetangga ptkai agreee nyawa selamat bisa ganti,neutral
@yudaamaraa @Dedy_313 @bacottetangga__ @PTKAI kenapa ga mau? asal jelas tujuannya,yudaamaraa dedy bacottetangga ptkai ga mau asal jelas tuju,negative
@sujiwo_tego @Dedy_313 @bacottetangga__ @PTKAI Hahahah berapa sih jumlahnya mau dibagi ke anak-anaknya aja hanya cukup buat beli permen. Yg jd poin tuh kemerdekaan yg dinikmati oleh anak cucu atas hasil perjuangannya jgn hitung materi semata dong. Rejeki udah ada takarannya masing-masing juga toh.,sujiwo tego dedy bacottetangga ptkai hahahah berapa sih jumlah mau bagi anakanaknya aja cukup buat beli permen yg jd poin tuh merdeka yg nikmat anak cucu atas hasil juang jgn hitung materi semata dong rejeki udah takar masingmasing toh,positive
@obatsakitmah @Dedy_313 @bacottetangga__ @PTKAI Bukan di situ poin saya ,obatsakitmah dedy bacottetangga ptkai bukan situ poin,neutral
@Daeng_LeoMks @Dedy_313 @bacottetangga__ @PTKAI Lha khan SHM kakek/nenek guwe anak cucu yg nikmati. Tp pensiunan kakek guwe anak cucu gk bisa menikmati,daeng leomks dedy bacottetangga ptkai lha khan shm kakeknenek guwe anak cucu yg nikmat tp pensiun kakek guwe anak cucu gk nikmat,negative
@sujiwo_tego @Dedy_313 @bacottetangga__ @PTKAI Yg berjasa kakekku dan kakekmu kok yg menikmati anak cucu. Piye tho dul?,sujiwo tego dedy bacottetangga ptkai yg jasa kakek kakek kok yg nikmat anak cucu piye tho dul,positive
@Ranukumbolo77 @Dedy_313 @bacottetangga__ @PTKAI gk gitu juga konsepnya kum,ranukumbolo dedy bacottetangga ptkai gk gitu konsep kum,negative
@Dedy_313 @bacottetangga__ @PTKAI malah ngatur,dedy bacottetangga ptkai malah ngatur,neutral
@Dedy_313 @bacottetangga__ @PTKAI Seenggaknya dapat santunan atau naik kereta gratis sebulan buat mereka ber2 ga perlu sampe cucu nya,dedy bacottetangga ptkai enggak santun naik kereta gratis bulan buat ber ga perlu sampe cucu nya,negative
@sujiwo_tego @Dedy_313 @bacottetangga__ @PTKAI Si tego gak kawin kayaknya jadi gak punya anak-cucu,sujiwo tego dedy bacottetangga ptkai si tego gak kawin kayak jadi gak punya anakcucu,negative
@Dedy_313 @bacottetangga__ @PTKAI Dulu di kampung gua ada anak yg menemukan bom di jalur KA. Oleh Presidn saat itu ibu Megawati dijanjikan kuliah gratis. Tau skrg dia kerja apa? Ngojek !!!,dedy bacottetangga ptkai dulu kampung gua anak yg temu bom jalur ka presidn itu ibu megawati janji kuliah gratis tau skrg kerja apa ngojek,neutral
@Dedy_313 @bacottetangga__ @PTKAI ngatur banget,dedy bacottetangga ptkai ngatur banget,neutral
@tfsurabaya sayang yah halte pinggir St Gubeng baru gak ada kanopi nya. Coba ptkai ft Pemkot bikin halte disitu,tfsurabaya sayang yah halte pinggir st gubeng baru gak kanopi nya coba ptkai ft pemkot bikin halte situ,positive
Usai Gusur Bong Suwung PT KAI Lakukan Pemekaran Emplasemen #PTKAI #BongSuwung #SterilisasiBongSuwung #EmplasemenStasiunYogyakarta https://t.co/RE1pab04OR,usai gusur bong suwung pt kai laku mekar emplasemen ptkai bongsuwung sterilisasibongsuwung emplasemenstasiunyogyakarta httpstcorepabor,neutral
Warga Bong Suwung Sudah Terima Uang Kompensasi dari PT KAI #BongSuwung #PTKAI #KompensasiBongSuwung #BongSuwunDigusur #PTKAIGusurBongSuwung https://t.co/MPvbGQjccq,warga bong suwung terima uang kompensasi pt kai bongsuwung ptkai kompensasibongsuwung bongsuwundigusur ptkaigusurbongsuwung httpstcompvbgqjccq,neutral
KAI Catat 535 Kejadian Tabrakan Kereta Api Sepanjang Januari-Agustus #KecelakaanKereta #TabrakanKeretaApi #PTKAI https://t.co/M7y5Y5fI1i,kai catat jadi tabrak kereta api panjang januariagustus kecelakaankereta tabrakankeretaapi ptkai httpstcomyyfii,neutral
Transformasi Kereta Api Indonesia Menuju Masa Depan Berkelanjutan #harikerataapinasional #ptkai #transportasi https://t.co/7FW2H1hnt4,transformasi kereta api indonesia tuju masa depan lanjut harikerataapinasional ptkai transportasi httpstcofwhhnt,neutral
 Sebuah truk menemper KA Pandalungan dari Jakarta menuju Jember pada pukul 08.50 WIB sehingga perjalanannya terganggu akibat insiden tersebut di Probolinggo kata Manajer Hukum dan Humas KAI Daop 9 Jember Cahyo Widiantoro. #kecelakaankeretaapi #jember #ptkai,buah truk menemper ka pandalungan jakarta tuju jember pukul wib jalan ganggu akibat insiden sebut probolinggo kata manajer hukum humas kai daop jember cahyo widiantoro kecelakaankeretaapi jember ptkai,neutral
Info Loker #loker #lowongankerja #PTKAI #KAI #JOBFAIR #jobvacancy Siapa tau ada yang butuh https://t.co/fkLcgnj7qV,info loker loker lowongankerja ptkai kai jobfair jobvacancy siapa tau yang butuh httpstcofklcgnjqv,neutral
Dalam rangka memperingati HUT ke-79 PT Kereta Api Indonesia (Persero) Divisi Regional I Sumatera Utara menggelar promo diskon tiket kereta api Sribilah Utama. https://t.co/xKdbClGSfz #PTKAI #ManagerHumasPTKAIDivisiRegionalSumateraUtara #AnwarSolikhin @kaiwisata,rangka ingat hut pt kereta api indonesia persero divisi regional i sumatera utara gelar promo diskon tiket kereta api sribilah utama httpstcoxkdbclgsfz ptkai managerhumasptkaidivisiregionalsumaterautara anwarsolikhin kaiwisata,neutral
Ada Diskon Tiket Kereta Api dari Semarang untuk Oktober 2024. #keretaapi #PTKAI #ptkeretaapiindonesia #KAI #tiketkeretaapi #tiketKA #semarang #kotasemarang #Jateng https://t.co/s0v5XgLDqT,diskon tiket kereta api semarang oktober keretaapi ptkai ptkeretaapiindonesia kai tiketkeretaapi tiketka semarang kotasemarang jateng httpstcosvxgldqt,neutral
Kompensasi Penggusuran Bong Suwung Dinilai Rendah Warga Kembali Demo #BongSuwung #PTKAI #PenggusuranBongSuwung #KompensasiPenggusuranBongSuwung https://t.co/IvD7t61E5f,kompensasi gusur bong suwung nilai rendah warga demo bongsuwung ptkai penggusuranbongsuwung kompensasipenggusuranbongsuwung httpstcoivdtef,neutral
KAI Lakukan Proses Hukum Sopir Truk yang Terobos Pintu Perlintasan di Bantul PT Kereta Api Indonesia (Persero) memproses... #NewsUpdate #KAI #PTKAI #KeretaApi #PerlintasanKeretaApi #Bantul https://t.co/xoMlnfMiq7,kai laku proses hukum sopir truk terobos pintu lintas bantul pt kereta api indonesia persero proses newsupdate kai ptkai keretaapi perlintasankeretaapi bantul httpstcoxomlnfmiq,neutral
@merapi_uncover Keknya orang2 pada ga tau ya jalur KA itu harus steril. Giliran gini PTKAI boleh minta ganti rugi ga?,rapi uncover kek orang ga tau jalur ka harus steril gilir gin ptkai minta ganti rugi ga,neutral
Kereta Api Fajar Utama Tabrak Empat Orang Sampai Meninggal Dunia https://t.co/Sm2YOlR87a #KeretaApi #PTKAI #Rokmad,kereta api fajar utama tabrak empat orang tinggal dunia httpstcosmyolra keretaapi ptkai rokmad,neutral
@berfirmanlah Apa2 pemerintah yang disalahin PTKAI yang disalahin.. padahal yang jelas2 salah ya yang berdiri di rel itu... aduuuh mati kan tuh,firman apa perintah disalahin ptkai disalahin padahal jelas salah yang diri rel aduuuh mati kan tuh,negative
Kereta Api Lodaya mogok di Garut. 2 jam makan dodol! Disogok air mineral @ptkai,kereta api lodaya mogok garut jam makan dodol sogok air mineral ptkai,neutral
PT Kereta Api Indonesia (Persero) atau KAI mengingatkan masyarakat perihal larangan beraktivitas di jalur kereta api dan bagi yang melanggar akan dijatuhi sanksi kurungan penjara atau denda hingga Rp15 juta. #PTKAI #MedcomId #MudaMemberiArti https://t.co/67yV6MgAOT,pt kereta api indonesia persero kai ingat masyarakat perihal larang aktivitas jalur kereta api bagi langgar jatuh sanksi kurung penjara denda hingga rp juta ptkai medcomid mudamemberiarti httpstcoyvmgaot,neutral
@creepy_room_ Otaknya pada gak dipake sih. main kok di rel kereta ?. padahal PTKAI udah sering kali sosialisasi larangan bermain di rel krn bahaya terus mungkin jg di berita entah di tv atau medsos suka liat peristiwa kecelakaan org tertabrak kereta. masa gak jadi pelajaran ?,creepy room otak gak dipake sih main kok rel kereta padahal ptkai udah sering kali sosialisasi larang main rel krn bahaya terus mungkin jg berita entah tv medsos suka liat peristiwa celaka org tabrak kereta masa gak jadi ajar,negative
@bacottetangga__ Ini lah orang indonesia bodoh! Udah tau bahaya ngapain pake bediri di rel. Mati deh.. kayak nya PTKAI harus bikin pagar pembatas minimal 3 meter diseluruh perlintasan KA untuk mencegah warga masuk ke rel. Itu pun kalo gak di korupsi sama pemerintah!,bacottetangga lah orang indonesia bodoh udah tau bahaya ngapain pake bediri rel mati deh kayak nya ptkai bikin pagar batas minimal meter seluruh lintas ka cegah warga masuk rel pun kalo gak korupsi sama perintah,negative
Infoooo bagi rekan rekan di Bekasi khususnya Stasiun Cikarang dan sekitarnya. Barangkali melihat yang bersangkutan mohon kontak nomor di gambar ini #hilang #oranghilang #kai #ptkai #keretaapiindonesia #stasiuncikarang #bekasi https://t.co/nEaTx7J82H,infoooo rekan rekan bekas khusus stasiun cikarang sekitar barangkali lihat sangkut mohon kontak nomor gambar hilang oranghilang kai ptkai keretaapiindonesia stasiuncikarang bekas httpstconeatxjh,neutral
@PTKAI @KAI121 @keretaapikita Selamat malam melaporkan mohon bekerja juga dengan profesional rel kereta (BATARA KRESNA) ditinggikan sampai mobil dengan ketinggian STANDAR (gak diceperkan) nyangkut mau masuk ke rumah sendiri. Agung Wa 082136754005 https://t.co/XxKMh57NCO,ptkai kai keretaapikita selamat malam lapor mohon kerja profesional rel kereta batara kresna tinggi mobil dengan tinggi standar gak ceper nyangkut mau masuk rumah sendiri agung wa httpstcoxxkmhnco,neutral
Traveling: Menara Air di Manggarai Jakarta https://t.co/MQ7Sw6zSQz #traveling #menaraair #manggarai #ptkai,traveling menara air manggarai jakarta httpstcomqswzsqz traveling menaraair manggarai ptkai,positive
Tarif KRL Bukan Bedakan Si Kaya dan Si Miskin Tapi Karcis Langganan untuk Kelas Pekerja - https://t.co/LNk2ulQVCK @kemenhub151 @PTKAI @CommuterLine @YLKI_ID #TarifKRL,tarif krl bukan beda si kaya si miskin karcis langgan kelas kerja httpstcolnkulqvck kemenhub ptkai commuterline ylki id tarifkrl,neutral
@Widino Kalo di stasiun pasar senen @PTKAI nemu toilet pria paling pojok gratis pdahal fasilitas sauna ruang tertutup tanpa ventilasi sama sekali..auto pipis bentar aja gratis mandi keringat..,widino kalo stasiun pasar senen ptkai nemu toilet pria paling pojok gratis pdahal fasilitas sauna ruang tutup ventilasi sama sekaliauto pipis bentar aja gratis mandi keringat,neutral
Monumen Lokomotif Kereta Uap Berusia 133 Tahun di Stasiun Kediri Diresmikan Begini Penampakannya https://t.co/pujttH9WIa #ptkai #kai121 #kereta #keretaapikita #lokomotifvintage #monumenkereta #keretauap #infokediri #kotakediri #kedirihits #metaranews https://t.co/qjvWWzjiOv,monumen lokomotif kereta uap usia tahun stasiun diri resmi begini tampak httpstcopujtthwia ptkai kai kereta keretaapikita lokomotifvintage monumenkereta keretauap infokediri kotakediri kedirihits metaranews httpstcoqjvwwzjiov,neutral
Woi @sigitwid Perbaikan itu dimulai dan sukses saat pak Jonan jadi Dirut PTKAI.dan itu dimasa presiden @SBYudhoyono .oh knp pak Jonan tdk dipakai lg sama jokowi pada periode kedua..apa krn menolak kereta cepat? Jilat jangan nanggung tuh WC dekat rumah saya mungkin perbaikan zama,woi sigitwid baik mulai sukses pak jonan jadi dirut ptkaidan masa presiden sbyudhoyono knp pak jonan tdk pakai lg sama jokowi periode keduaapa krn tolak kereta cepat jilat jangan nanggung tuh wc dekat rumah mungkin baik zama,negative
